company_id,worker_id,company_worker_id,industry_group,company_size,current_position,manager_authority,job_field,training_general,training_manager,training_job_related,training_other_field,ojt_participation,ojt_effect,offjt_participation,offjt_effect,training_days_group,training_sufficient,training_equal_opportunity,training_job_relevance,training_field_applicable,skill_level_entry,skill_level_current,has_job_certificate,work_autonomy,team_trust,free_opinion_to_supervisor,fair_evaluation_reward,work_content_satisfaction,wage_satisfaction,relationship_satisfaction,overall_job_satisfaction,turnover_intention,organizational_loyalty,fatigue,job_tension,regular_employee,union_member,regular_work_hours,overtime_hours,annual_income_10k_krw,monthly_income_10k_krw,gender,birth_year,marital_status,education_level,major_field
203,480,203480,1,1,1,2,20,1,2,1,2,1,3,1,3,2,2,2,3,2,1,5,2,2,3,2,3,3,3,3,3,4,3,4,3,1,1,40,2,4100,,1,1995,1,3,
204,401,204401,2,3,2,2,11,1,2,1,1,1,4,1,4,1,4,4,4,4,3,5,1,4,4,4,4,5,5,5,5,2,4,2,2,1,2,40,0,5000,,2,1994,2,5,1
204,402,204402,2,3,4,2,25,1,2,1,1,1,4,1,4,1,4,4,4,4,1,4,1,3,3,4,4,4,4,4,4,4,3,3,2,1,1,40,0,9000,,2,1982,2,4,3
204,403,204403,2,3,3,2,15,1,1,1,1,1,4,1,4,3,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,2,4,3,4,1,1,40,0,10000,,2,1970,2,4,1
205,401,205401,2,1,5,2,13,1,2,1,1,1,4,1,4,5,4,4,3,4,3,7,1,2,3,3,3,5,4,4,4,4,4,2,3,1,1,40,2,16000,,1,1981,2,5,3
205,402,205402,2,1,3,2,11,1,2,1,1,1,5,1,5,2,4,4,4,4,4,5,2,4,3,3,4,4,5,4,4,2,5,1,2,1,2,40,1,,500,1,1990,2,5,1
205,403,205403,2,1,2,1,13,1,1,1,1,1,4,1,3,9,4,4,5,5,5,5,1,4,4,4,4,4,4,5,4,4,4,4,4,1,1,40,3,6000,,1,1996,1,5,3
205,404,205404,2,1,1,1,15,1,2,2,2,2,,2,,1,3,3,3,3,1,1,2,3,4,3,3,3,1,3,3,5,1,4,2,2,2,40,1,,220,2,1998,1,5,1
205,405,205405,2,1,2,2,25,1,2,1,2,1,4,2,,1,4,4,4,4,2,2,2,4,4,3,4,4,4,4,4,4,4,4,4,1,1,40,3,,420,2,1993,1,5,1
205,406,205406,2,1,2,2,3,1,1,1,1,1,3,1,3,4,4,4,5,5,2,2,1,4,4,1,3,4,2,2,2,5,1,5,5,1,1,45,10,,400,1,1996,1,5,1
205,407,205407,2,1,2,2,25,1,2,1,1,1,3,1,3,5,4,4,3,3,2,5,1,4,4,3,4,4,4,3,4,2,4,2,3,1,1,40,5,6800,,1,1995,1,5,3
205,408,205408,2,1,2,2,22,1,1,1,1,1,4,1,4,4,4,3,4,4,6,6,1,4,5,4,5,4,4,4,4,3,4,3,3,1,1,45,3,5000,,1,1994,1,5,1
205,409,205409,2,1,1,2,12,1,2,1,1,1,2,1,3,3,4,4,3,3,1,1,1,2,4,1,2,1,2,4,2,5,2,5,1,2,2,45,0,3500,,2,1994,1,4,1
205,410,205410,2,1,3,1,14,1,1,1,1,1,5,1,5,13,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,2,5,1,4,1,1,40,12,,430,2,1986,1,5,1
209,6,20906,1,1,3,1,15,1,1,1,2,1,2,1,3,2,3,4,3,2,1,4,2,3,4,2,4,3,3,3,3,4,3,3,3,1,2,40,0,5000,,2,1991,1,4,1
209,11,20911,1,1,2,2,4,1,1,1,2,1,4,2,,2,3,4,4,4,2,5,1,4,3,2,3,4,3,4,4,3,3,2,2,1,2,40,2,4700,,1,1991,1,5,2
209,401,209401,1,1,2,2,9,1,2,1,2,1,4,1,3,4,3,4,4,4,2,3,2,4,3,4,3,4,4,4,3,2,4,3,2,1,2,40,12,,260,1,1992,1,4,3
209,402,209402,1,1,2,1,8,2,2,2,1,2,,2,,1,4,4,4,4,5,5,2,4,4,4,4,4,4,4,4,1,4,1,2,1,2,40,0,4200,,1,1982,2,4,3
209,403,209403,1,1,1,2,13,1,2,2,1,2,,2,,2,3,3,3,3,1,2,1,2,2,1,1,1,2,4,2,5,1,5,4,1,2,40,10,,300,1,1997,1,5,3
209,404,209404,1,1,3,1,4,2,1,1,2,1,4,2,,1,3,3,3,3,2,5,2,4,4,3,2,4,3,4,4,3,3,2,2,1,2,40,20,4600,,2,1991,1,5,3
209,405,209405,1,1,2,1,25,2,1,1,2,1,2,2,,2,3,3,3,2,1,3,2,3,4,1,1,5,3,1,3,5,1,4,5,1,2,40,0,4300,,1,1991,1,5,1
209,406,209406,1,1,2,2,12,1,1,1,2,1,2,1,1,2,3,2,3,2,5,6,1,4,5,3,2,3,3,3,3,5,2,3,2,1,1,40,5,4300,,1,1995,1,5,2
209,407,209407,1,1,3,2,1,2,2,2,2,2,,2,,1,2,2,3,3,4,4,2,4,5,4,3,3,3,4,3,3,3,3,3,1,2,40,12,,350,1,1983,1,5,3
209,408,209408,1,1,2,2,1,1,1,1,1,1,3,2,,3,3,3,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,40,12,4080,,1,1994,1,5,3
209,409,209409,1,1,2,2,1,1,1,1,1,1,3,1,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,40,12,3120,,1,1995,2,4,2
209,410,209410,1,1,1,2,25,1,1,1,1,1,4,1,4,3,4,4,4,4,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,1,2,40,6,4000,,1,1980,1,2,
209,411,209411,1,1,2,2,11,1,1,1,2,1,4,1,4,3,4,4,4,3,1,1,1,4,3,2,3,3,4,4,4,3,3,2,2,1,2,40,0,3900,,1,1994,1,5,3
209,412,209412,1,1,4,2,14,1,2,1,1,1,4,1,4,3,4,4,3,3,5,5,2,4,3,4,3,4,3,4,4,2,4,2,3,1,2,48,0,,400,1,1985,1,5,2
209,413,209413,1,1,1,2,3,1,2,1,2,1,5,1,5,2,5,5,5,5,1,2,2,5,5,5,5,4,4,5,4,2,4,2,3,1,2,40,12,,200,1,1996,1,5,3
209,414,209414,1,1,2,2,1,1,2,1,2,1,5,1,5,2,5,5,5,5,4,4,2,5,5,5,5,5,3,5,4,4,4,2,1,1,2,40,6,,350,1,1992,1,4,3
209,415,209415,1,1,1,2,12,1,2,2,2,2,,2,,1,3,3,3,3,2,2,1,4,4,4,4,4,4,4,3,4,3,2,2,1,2,40,5,,300,2,1998,1,5,2
209,416,209416,1,1,2,1,7,1,1,1,1,1,2,1,2,2,3,3,3,3,1,3,2,3,3,3,3,4,3,4,4,3,3,3,3,1,1,40,0,3900,,1,1993,1,5,3
209,417,209417,1,1,2,2,8,1,2,2,2,2,,2,,1,3,3,3,3,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,40,12,,300,1,1986,1,5,3
209,418,209418,1,1,2,2,7,1,2,1,2,1,3,2,,2,3,4,3,3,2,3,2,4,4,3,3,3,3,4,3,3,3,3,4,1,2,40,5,,350,1,1992,2,5,1
209,419,209419,1,1,2,2,12,1,2,2,2,2,,2,,2,3,4,4,3,3,4,1,3,4,3,4,3,4,3,3,3,2,4,4,1,1,40,12,4400,,1,1991,1,4,1
209,420,209420,1,1,1,2,8,1,1,1,2,1,3,2,,2,4,4,4,4,2,2,2,5,5,5,5,5,4,5,5,2,5,2,2,1,2,40,0,4000,,1,1997,1,4,3
211,17,21117,1,2,1,2,12,1,2,1,2,1,3,1,3,2,3,3,3,3,3,3,1,3,3,3,3,3,2,4,3,5,3,3,3,1,2,40,0,2800,,2,2001,1,3,
211,29,21129,1,2,5,1,2,1,1,1,1,1,4,1,4,2,4,4,4,4,5,5,2,4,4,4,4,4,4,4,4,3,4,3,4,1,2,40,6,6000,,1,1975,2,6,3
211,401,211401,1,2,4,2,8,1,1,2,2,2,,2,,1,4,3,3,3,7,7,1,5,5,4,3,5,3,5,1,4,4,4,4,1,2,40,0,,500,1,1969,2,4,3
211,402,211402,1,2,1,2,1,1,2,1,2,1,3,1,3,6,4,4,4,4,2,5,1,5,5,4,4,3,2,5,3,3,3,4,3,1,2,40,12,,260,1,1992,2,4,3
211,403,211403,1,2,1,1,11,1,2,1,1,1,3,1,3,2,4,4,3,5,1,4,2,3,3,2,4,3,2,3,3,3,3,2,4,1,2,40,0,3100,,1,1996,1,2,
211,404,211404,1,2,1,2,12,1,1,1,1,1,4,1,4,2,5,4,5,5,1,3,1,5,4,5,5,5,5,5,5,5,5,4,4,1,2,48,0,,230,1,1995,1,5,1
211,405,211405,1,2,2,2,7,1,2,1,2,1,3,1,3,4,4,3,4,3,1,5,2,4,3,3,4,4,2,4,3,4,2,5,4,1,1,40,12,,350,1,1975,3,3,
211,406,211406,1,2,1,1,1,1,1,1,1,1,3,2,,1,2,2,2,1,2,3,1,4,4,5,1,2,2,4,3,3,2,4,5,1,2,40,4,,230,2,1995,1,5,3
211,407,211407,1,2,1,2,20,1,1,1,1,1,2,1,2,8,4,4,4,4,5,7,2,3,3,2,2,4,4,4,4,2,3,2,1,1,2,52,3,4000,,1,1986,2,4,3
211,408,211408,1,2,4,1,18,1,1,1,2,1,3,1,3,3,2,2,2,2,1,5,1,4,4,2,3,3,3,3,3,4,3,2,3,1,2,40,0,4500,,1,1988,2,5,3
211,409,211409,1,2,1,2,12,2,2,2,2,2,,2,,1,2,2,4,4,1,2,2,4,4,4,4,4,3,4,3,4,3,3,3,1,2,40,4,,230,1,1996,1,5,1
211,410,211410,1,2,1,1,18,1,1,1,2,1,3,2,,1,3,3,2,3,1,2,1,3,4,3,2,4,2,4,3,3,2,3,3,1,2,40,2,,230,1,1990,1,5,3
211,411,211411,1,2,1,2,18,1,2,1,2,1,2,1,2,2,3,4,4,4,5,5,1,4,4,4,4,4,3,3,3,4,3,3,2,1,2,40,0,,260,1,1996,1,5,3
211,412,211412,1,2,1,2,7,1,1,1,2,1,4,2,,1,4,5,4,3,1,1,2,2,2,1,1,3,1,1,2,4,2,4,2,1,1,40,20,4500,,1,1978,1,4,3
211,413,211413,1,2,1,1,19,2,2,1,2,1,5,2,,1,2,2,3,2,5,5,1,1,1,3,1,3,1,2,3,4,3,5,5,1,2,45,1,,279,1,1988,2,6,3
211,414,211414,1,2,1,1,7,1,1,1,1,1,5,1,4,12,5,5,5,5,2,3,2,5,5,5,5,5,4,5,5,3,5,1,2,1,2,40,0,,280,1,1996,1,5,3
211,415,211415,1,2,3,1,1,1,1,1,1,1,2,1,3,2,3,3,3,2,3,5,2,4,2,3,3,3,2,4,3,4,3,2,2,1,2,40,0,2606,,1,1993,1,4,3
211,416,211416,1,2,1,2,18,1,2,1,1,1,4,1,3,2,2,2,2,2,1,2,1,4,4,3,3,2,2,4,3,3,3,4,4,1,2,40,0,3678,,1,1994,1,5,4
211,417,211417,1,2,1,2,12,1,1,1,2,1,2,2,,1,2,3,3,3,1,2,1,3,3,3,2,3,3,3,3,4,2,4,3,1,2,45,1,3400,,1,1987,1,5,4
211,418,211418,1,2,1,2,20,1,1,2,1,2,,2,,1,1,1,1,1,1,1,2,3,3,1,1,2,2,2,2,5,1,1,1,1,1,40,2,4000,,1,1989,2,3,
211,419,211419,1,2,1,2,20,1,2,2,2,2,,1,3,3,3,3,3,3,2,5,2,3,3,3,3,4,4,4,3,3,3,3,3,1,1,40,12,3600,,1,1995,1,3,
211,420,211420,1,2,2,2,20,1,1,1,2,1,3,1,3,2,5,5,5,5,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,48,0,5000,,1,1974,2,2,
211,421,211421,1,2,4,1,17,1,2,1,1,1,3,1,3,2,2,2,3,2,5,5,2,4,4,4,2,4,2,3,3,4,3,4,3,1,2,40,5,,360,2,1985,1,5,7
211,422,211422,1,2,8,1,20,1,1,1,2,1,4,1,3,3,4,4,5,4,4,7,2,5,4,3,4,4,3,4,4,2,5,2,2,1,1,52,1,4700,,1,1974,2,3,
211,423,211423,1,2,4,1,12,1,2,1,2,1,3,1,3,1,3,3,3,3,2,4,2,4,4,3,2,3,3,3,3,4,3,4,4,1,2,40,10,4650,,1,1985,2,5,1
211,424,211424,1,2,3,1,18,1,1,1,1,1,3,2,,1,3,3,3,3,2,3,1,4,3,3,2,3,2,3,3,3,5,3,5,1,2,40,6,4500,,1,1991,2,5,3
211,425,211425,1,2,1,2,25,1,2,1,2,1,5,2,,1,4,4,4,4,2,2,1,3,4,3,4,4,4,4,3,3,2,3,3,1,1,40,0,,220,2,2004,1,3,
211,426,211426,1,2,1,2,12,1,2,2,1,2,,1,3,2,3,1,2,3,2,4,1,2,1,2,1,3,2,1,3,5,1,3,2,1,2,40,2,,195,2,1993,1,5,2
211,427,211427,1,2,1,2,1,1,2,1,2,1,3,1,3,2,3,3,3,3,2,3,2,5,5,4,3,4,3,5,4,4,3,3,3,1,2,40,0,,250,2,1996,1,6,3
211,428,211428,1,2,1,2,11,1,1,1,2,1,2,1,2,3,4,5,4,4,2,4,2,4,4,5,5,4,4,4,4,3,4,1,1,1,2,40,0,,280,2,1998,1,5,3
211,429,211429,1,2,3,2,11,1,2,1,1,1,3,2,,1,4,5,4,3,2,4,2,3,3,2,3,3,4,3,3,2,3,4,2,1,2,40,2,,300,1,1990,1,5,2
211,430,211430,1,2,1,2,18,1,2,2,1,2,,1,4,3,3,3,3,3,1,1,2,3,3,4,4,1,3,2,2,4,2,4,3,1,2,40,0,,185,2,2001,1,3,
211,431,211431,1,2,1,2,18,1,1,1,2,1,2,2,,1,5,5,5,5,3,3,1,5,5,5,5,4,3,4,4,3,3,2,2,1,2,40,0,,200,2,1998,1,5,3
211,432,211432,1,2,1,2,20,1,1,1,1,1,3,1,3,5,3,3,3,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,40,12,,300,1,1982,2,5,2
211,433,211433,1,2,1,2,20,1,2,1,2,1,4,1,4,2,5,5,4,4,2,3,2,3,3,3,3,3,3,3,3,3,3,4,4,1,1,40,20,4600,,1,1984,1,4,5
211,434,211434,1,2,8,2,8,1,1,2,1,2,,2,,1,3,3,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,52,0,,300,1,1989,2,4,3
211,435,211435,1,2,1,2,9,1,2,2,2,2,,1,2,2,3,3,3,3,2,3,1,3,3,3,2,3,2,3,3,4,3,3,2,1,2,40,1,3400,,2,1997,1,5,3
211,436,211436,1,2,3,1,7,1,1,1,1,1,3,1,3,3,2,3,2,2,2,5,2,2,4,2,2,2,2,3,3,4,2,5,4,1,2,40,5,4200,,1,1992,1,5,3
211,437,211437,1,2,1,1,9,2,2,1,2,1,3,2,,1,3,3,3,3,2,4,2,4,3,2,2,3,1,3,2,5,1,3,3,1,2,40,5,,280,1,1996,1,5,3
211,438,211438,1,2,1,1,7,1,1,1,1,1,3,1,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,40,12,4600,,1,1982,2,4,3
211,439,211439,1,2,1,2,9,1,2,1,2,1,3,1,3,2,3,3,3,3,2,4,1,5,5,3,2,3,3,4,3,4,3,3,3,1,2,40,0,,210,2,1995,1,5,3
211,440,211440,1,2,1,2,20,1,2,1,2,1,3,2,,1,3,3,3,3,1,1,2,3,4,3,2,5,3,5,5,4,4,3,2,1,1,40,10,4000,,1,1996,1,2,
211,441,211441,1,2,3,2,17,1,1,1,2,1,4,2,,1,4,4,3,4,4,5,1,3,3,3,3,4,3,4,4,3,3,3,3,1,2,40,2,,250,2,1994,1,5,7
211,442,211442,1,2,4,1,9,1,1,1,1,1,2,1,2,2,3,3,3,3,4,5,2,3,3,3,2,4,2,3,3,2,4,4,4,1,2,40,2,5200,,1,1982,2,5,3
211,443,211443,1,2,1,1,10,1,2,1,2,1,3,1,2,2,2,2,3,3,2,4,1,4,5,2,2,3,2,3,3,5,2,2,2,1,2,40,1,,260,2,1996,1,5,1
211,444,211444,1,2,1,1,12,1,2,1,2,1,4,1,4,2,4,4,4,4,2,2,1,4,4,4,4,4,3,4,3,2,3,2,4,1,2,40,2,,260,1,1999,1,5,1
211,445,211445,1,2,1,2,16,1,2,1,1,1,3,1,3,3,3,3,3,3,2,3,1,3,3,3,3,3,1,3,3,3,3,3,3,1,2,40,0,,260,1,1995,1,5,2
211,446,211446,1,2,3,2,15,1,2,1,2,1,2,1,2,2,2,3,3,3,2,5,1,3,3,3,3,3,3,3,3,2,3,3,3,1,2,40,1,3800,,2,1994,1,3,
211,447,211447,1,2,1,1,18,1,1,1,1,1,4,1,4,9,4,4,4,4,2,5,1,4,4,4,4,4,4,4,3,4,4,4,4,1,2,40,0,,300,1,1995,1,5,4
211,448,211448,1,2,2,2,20,2,2,2,2,2,,2,,1,2,2,2,2,1,3,1,3,3,3,3,3,3,3,3,5,3,3,3,1,1,40,15,5300,,1,1986,2,4,3
211,449,211449,1,2,4,1,25,2,2,2,2,2,,1,3,1,3,3,3,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,40,0,5000,,1,1987,2,5,1
211,450,211450,1,2,1,2,17,2,2,2,2,2,,2,,1,3,2,3,3,2,4,2,4,4,1,3,4,3,4,4,3,2,3,4,1,2,40,4,,260,2,1995,1,5,1
211,451,211451,1,2,1,2,25,1,2,1,1,1,2,2,,1,3,3,3,3,1,1,2,3,4,3,3,3,4,4,4,4,3,3,3,1,2,40,0,,230,2,1994,1,2,
211,452,211452,1,2,4,2,1,2,2,2,2,2,,2,,1,3,3,3,3,5,5,2,4,3,3,3,4,2,4,3,4,2,2,2,1,2,40,0,5600,,1,1986,2,6,3
212,1,21201,1,2,5,1,11,1,1,1,2,1,2,1,2,3,4,4,4,3,1,5,2,3,4,3,4,4,3,4,3,3,3,3,3,1,2,40,0,4500,,1,1966,1,3,
212,4,21204,1,2,3,2,13,1,1,1,2,1,4,2,,1,4,4,4,4,2,4,1,4,4,4,4,4,3,4,4,4,3,3,3,1,2,40,0,3850,,1,1988,1,4,3
212,10,21210,1,2,1,2,1,1,1,1,2,1,5,1,3,4,5,4,4,4,6,7,2,5,4,5,3,5,4,4,4,3,4,2,4,1,2,40,2,3170,,1,1994,1,5,3
216,301,216301,1,3,6,1,11,1,1,1,1,1,4,1,4,2,4,4,4,4,2,7,1,4,4,4,4,4,4,4,4,4,4,4,4,1,2,40,5,7000,,1,1977,2,6,3
216,318,216318,1,3,5,2,11,1,1,1,1,1,4,1,4,2,2,2,4,4,2,6,2,5,5,2,1,4,2,5,4,4,4,4,4,1,2,45,0,6500,,1,1983,2,5,3
216,401,216401,1,3,5,2,8,2,2,2,2,2,,2,,1,3,3,3,3,2,4,2,3,3,3,3,3,2,4,3,4,4,4,4,1,2,40,5,7500,,1,1981,2,5,3
216,402,216402,1,3,4,2,16,1,2,2,2,2,,2,,1,2,2,2,2,1,1,1,3,3,3,3,3,2,3,3,5,4,5,5,1,2,40,5,5659,,1,1986,2,5,3
216,403,216403,1,3,3,2,1,1,2,1,1,1,5,2,,1,4,4,4,5,2,6,1,4,4,4,4,5,4,4,4,2,2,3,2,1,2,40,6,5000,,2,1988,2,4,3
216,404,216404,1,3,3,1,7,2,1,2,2,2,,1,3,3,2,2,3,2,2,5,2,4,3,4,3,3,4,3,3,3,3,5,5,1,2,40,10,4500,,1,1988,2,4,3
216,405,216405,1,3,4,2,7,1,2,2,2,2,,1,3,1,1,1,1,1,1,5,2,4,4,4,2,4,4,5,4,1,1,3,4,1,2,40,10,6000,,1,1981,2,4,3
216,406,216406,1,3,4,2,11,1,2,1,2,1,4,1,4,2,4,4,4,4,2,5,2,4,4,4,4,4,4,4,4,2,4,2,3,1,2,40,1,5000,,1,1981,2,5,1
216,407,216407,1,3,1,2,12,1,2,1,2,1,4,1,4,1,2,3,3,3,3,3,2,4,4,3,3,3,2,3,2,4,3,3,4,1,2,40,3,4825,,2,1994,1,5,1
216,408,216408,1,3,4,1,16,1,1,1,1,1,1,1,1,2,3,3,2,2,1,1,1,3,3,1,1,3,3,3,3,3,2,2,3,1,2,42,10,6500,,1,1984,2,5,3
216,409,216409,1,3,4,1,7,1,1,1,2,1,2,2,,1,3,3,3,3,2,4,2,4,4,4,3,4,4,4,4,2,4,3,3,1,2,40,8,7600,,1,1986,2,4,3
216,410,216410,1,3,4,1,7,1,1,1,1,1,4,1,4,7,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1,4,4,3,1,2,40,12,6000,,1,1988,2,5,3
216,411,216411,1,3,1,1,11,1,2,2,1,2,,1,3,2,3,3,2,2,1,1,2,4,3,3,3,1,1,1,2,5,1,5,3,2,2,40,10,3300,,2,1998,1,5,1
216,412,216412,1,3,4,1,7,1,1,1,1,1,4,1,4,1,3,3,3,3,2,5,2,5,4,5,3,4,4,4,4,2,5,2,2,1,2,52,2,6200,,1,1981,2,5,3
216,413,216413,1,3,4,1,7,1,1,1,2,1,3,1,2,3,2,3,2,3,2,6,2,4,4,4,2,3,2,3,3,3,2,4,2,1,2,40,8,6000,,1,1983,2,4,3
216,414,216414,1,3,5,1,7,2,1,1,1,1,4,1,4,5,4,3,3,4,1,6,2,5,4,4,4,4,4,4,4,5,4,2,4,1,2,40,10,6800,,1,1978,2,4,3
216,415,216415,1,3,3,2,8,2,1,1,2,1,3,1,4,3,3,4,4,4,1,4,2,4,4,4,3,4,3,4,3,2,2,4,3,1,2,45,3,5500,,1,1989,2,4,3
216,416,216416,1,3,5,2,11,1,1,1,1,1,3,1,3,11,4,4,3,2,1,1,1,3,2,2,3,1,1,1,1,5,1,1,5,1,2,35,0,5500,,1,1979,2,5,1
216,417,216417,1,3,4,2,12,1,2,1,1,1,2,1,3,2,1,1,2,2,2,6,1,4,3,4,2,2,1,2,2,5,2,4,2,1,2,40,2,5000,,2,1988,2,5,1
216,418,216418,1,3,3,2,7,1,1,1,1,1,3,1,3,1,3,4,2,2,2,4,2,4,3,4,4,4,4,3,3,3,4,2,2,1,2,40,4,5430,,1,1990,1,4,3
216,419,216419,1,3,1,1,7,2,2,1,1,1,2,2,,1,3,3,3,3,1,1,2,4,3,4,4,2,4,4,3,2,4,3,3,1,1,45,10,,330,1,1993,1,5,3
216,420,216420,1,3,4,1,25,1,1,1,2,1,4,1,4,2,4,4,4,4,1,5,2,4,4,4,4,4,4,4,4,1,4,3,4,1,2,48,0,7500,,1,1984,2,5,1
216,421,216421,1,3,5,2,11,2,1,1,1,1,2,1,2,1,1,1,2,2,2,7,2,1,3,2,1,2,1,5,2,4,2,4,4,1,2,40,0,6000,,1,1981,2,5,3
216,422,216422,1,3,4,2,25,1,2,1,1,1,4,1,4,2,3,4,4,3,1,4,2,4,3,4,3,4,2,4,3,4,3,2,3,1,2,42,3,6000,,1,1986,1,5,3
216,423,216423,1,3,1,2,12,1,2,1,2,1,2,1,2,2,4,3,4,4,1,1,1,4,3,3,3,4,3,3,3,4,3,3,2,1,2,40,5,4000,,2,1992,2,5,2
216,424,216424,1,3,4,1,7,1,1,1,1,1,2,1,2,3,3,2,2,2,2,4,2,4,4,3,2,3,2,4,3,4,3,3,3,1,2,40,9,6000,,1,1988,2,5,3
216,425,216425,1,3,6,2,8,1,1,1,2,1,4,1,3,7,3,3,4,4,2,7,1,4,4,3,3,4,2,5,4,4,4,3,3,1,2,52,8,8200,,1,1965,2,5,3
216,426,216426,1,3,5,1,7,1,1,1,2,1,5,1,4,4,4,5,4,4,2,6,1,5,4,4,4,4,3,4,4,3,4,4,2,1,2,40,10,5500,,1,1982,2,5,3
217,1,21701,3,2,2,2,14,1,1,1,1,1,4,1,4,2,2,2,2,2,4,5,1,3,3,3,3,3,3,3,4,4,4,4,4,1,2,40,8,3170,,2,1988,1,5,4
217,3,21703,3,2,7,1,11,1,1,1,1,1,2,1,2,2,2,2,2,2,2,5,2,3,3,4,4,4,4,4,4,4,4,3,2,1,2,40,12,6880,,2,1975,2,4,3
217,4,21704,3,2,1,2,11,1,1,2,1,2,,2,,4,3,3,3,3,6,6,1,3,3,1,1,3,2,4,3,2,3,3,2,1,2,40,12,3170,,1,1993,1,5,3
217,5,21705,3,2,4,1,12,1,1,1,1,1,4,2,,5,4,4,4,4,4,4,2,3,3,3,3,4,4,4,4,2,2,2,2,1,2,42,0,4360,,2,1979,3,3,
217,10,21710,3,2,2,2,12,1,1,1,1,1,4,1,4,2,4,4,4,3,2,6,1,1,2,3,1,3,2,3,3,5,2,5,4,1,2,40,0,3730,,1,1985,2,5,2
219,401,219401,1,3,1,2,20,2,2,2,2,2,,2,,1,3,3,3,3,1,1,2,1,1,2,1,2,2,2,2,5,2,4,4,1,2,40,8,3800,,2,1977,2,3,
219,402,219402,1,3,1,2,20,2,2,2,2,2,,2,,1,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,40,10,4200,,1,1975,2,3,
219,403,219403,1,3,8,2,20,1,2,1,2,1,3,2,,6,2,2,3,3,2,4,2,2,2,2,1,2,2,2,2,4,2,4,3,1,2,40,12,4000,,1,1981,2,3,
219,404,219404,1,3,1,2,20,2,2,2,2,2,,2,,1,2,2,2,2,1,1,2,1,1,2,2,2,1,3,2,5,1,5,5,1,2,40,8,3300,,1,1999,1,3,
219,405,219405,1,3,1,2,20,2,2,2,2,2,,2,,1,3,3,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,40,10,3800,,2,1963,2,3,
219,406,219406,1,3,1,2,20,1,2,1,2,1,4,2,,2,4,4,4,4,2,3,2,1,2,3,3,3,3,3,3,3,3,3,3,1,2,40,0,4500,,1,1973,2,4,3
219,407,219407,1,3,8,2,20,2,2,2,2,2,,2,,1,3,3,3,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,40,10,4000,,1,1984,2,4,2
219,408,219408,1,3,1,2,20,1,2,1,2,1,4,2,,3,4,4,4,4,1,4,2,1,3,3,4,4,3,3,3,3,3,3,3,1,2,40,15,3800,,1,1991,1,3,
219,409,219409,1,3,1,2,20,2,2,2,2,2,,2,,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,1,2,40,20,3500,,2,1977,2,3,
219,410,219410,1,3,1,2,20,2,2,2,2,2,,2,,1,4,5,5,4,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,1,2,40,5,4500,,1,1994,1,5,3
219,411,219411,1,3,8,2,20,2,2,2,2,2,,2,,1,3,3,3,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,40,16,4000,,2,1967,2,3,
219,412,219412,1,3,1,2,20,1,2,1,2,1,4,2,,4,4,4,4,4,2,2,1,2,3,2,2,3,3,3,3,3,3,3,3,1,2,40,10,3800,,1,1989,1,4,3
219,413,219413,1,3,8,2,20,1,2,1,2,1,3,1,3,5,4,4,4,4,3,4,2,2,3,1,1,3,3,3,3,3,3,3,3,1,2,40,3,4600,,1,1982,2,3,
219,414,219414,1,3,1,2,20,2,2,2,2,2,,2,,2,3,3,3,3,1,3,2,2,2,3,1,2,2,2,2,4,2,4,3,1,2,40,10,3500,,2,1982,2,3,
219,415,219415,1,3,8,2,9,1,2,1,2,1,4,2,,4,3,3,3,3,4,4,2,3,2,1,1,3,2,3,2,4,1,3,4,1,2,40,10,4000,,2,1967,2,3,
219,416,219416,1,3,8,2,16,1,2,1,2,1,4,2,,8,4,4,4,4,1,3,2,2,3,3,2,3,3,3,3,3,3,3,3,1,2,40,10,3300,,1,1986,1,3,
219,417,219417,1,3,1,2,20,2,2,2,2,2,,2,,1,3,3,3,3,1,1,2,1,1,2,2,2,2,3,2,5,2,4,4,1,2,40,10,4000,,1,1997,1,4,3
219,418,219418,1,3,2,2,20,1,2,1,2,1,4,2,,3,4,4,4,4,2,4,2,1,2,3,1,3,3,3,3,3,3,3,3,1,2,40,5,5300,,1,1992,2,4,3
