company_id,worker_id,company_worker_id,industry_group,company_size,current_position,manager_authority,job_field,training_general,training_manager,training_job_related,training_other_field,ojt_participation,ojt_effect,offjt_participation,offjt_effect,training_days_group,training_sufficient,training_equal_opportunity,training_job_relevance,training_field_applicable,skill_level_entry,skill_level_current,has_job_certificate,work_autonomy,team_trust,free_opinion_to_supervisor,fair_evaluation_reward,work_content_satisfaction,wage_satisfaction,relationship_satisfaction,overall_job_satisfaction,turnover_intention,organizational_loyalty,fatigue,job_tension,regular_employee,union_member,regular_work_hours,overtime_hours,annual_income_10k_krw,monthly_income_10k_krw,gender,birth_year,marital_status,education_level,major_field
1314,301,1314301,2,1,1,2,12,1,2,1,2,1,5,1,5,3,3,3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,40,0,4160,,2,1992,1,4,3
1315,19,131519,2,1,5,1,11,1,1,2,1,2,,1,4,13,3,5,4,4,2,5,2,4,4,4,4,4,4,4,4,4,4,3,4,1,2,40,0,8000,,1,1979,2,5,2
1315,401,1315401,2,1,5,1,3,1,1,1,2,1,4,2,,13,2,2,3,2,3,4,2,4,4,2,3,4,2,3,3,4,2,3,2,1,1,40,0,4900,,1,1977,2,5,2
1315,402,1315402,2,1,5,2,17,1,1,1,2,1,4,2,,13,4,3,4,4,4,5,2,4,4,4,3,4,2,3,3,4,4,3,3,1,2,40,0,6500,,1,1982,2,5,2
1315,403,1315403,2,1,4,2,5,1,1,1,2,1,5,2,,12,4,3,3,3,3,3,2,5,4,4,3,4,2,3,4,3,2,3,3,1,2,40,0,6000,,2,1977,2,5,1
1315,404,1315404,2,1,3,2,3,1,2,2,2,2,,2,,11,3,3,2,2,3,4,2,4,3,3,3,5,3,4,4,5,2,2,3,1,2,40,0,9000,,1,1975,2,5,2
1315,405,1315405,2,1,5,2,25,1,1,1,2,1,4,2,,12,3,3,3,3,3,4,2,3,4,4,4,4,2,4,4,4,2,4,2,1,2,40,0,7500,,1,1978,2,6,2
1315,406,1315406,2,1,3,2,13,1,2,1,2,1,5,2,,13,3,3,2,2,3,4,2,4,4,4,3,4,3,4,4,4,2,3,3,1,2,40,5,5000,,1,1989,1,6,3
1315,407,1315407,2,1,5,1,3,1,1,1,2,1,4,2,,12,3,4,3,3,3,4,2,4,4,4,4,4,3,4,3,4,3,2,3,1,2,40,0,6400,,1,1980,2,5,2
1315,408,1315408,2,1,4,2,12,1,1,1,2,1,3,2,,13,2,2,2,2,3,4,1,4,3,3,4,4,2,3,3,5,3,4,2,1,2,40,0,6500,,2,1979,2,5,2
1315,409,1315409,2,1,3,2,3,1,2,1,2,1,5,2,,13,3,3,2,2,3,4,2,5,4,3,4,4,2,3,4,4,2,4,3,1,2,40,0,4500,,2,1983,2,5,2
1315,410,1315410,2,1,4,2,5,1,1,1,2,1,4,2,,12,3,3,3,3,3,4,2,3,4,4,4,3,1,3,3,5,3,2,2,1,2,40,0,4800,,2,1991,1,4,4
1315,411,1315411,2,1,1,2,5,1,2,1,2,1,5,2,,8,3,3,2,2,3,4,2,4,4,4,4,4,2,4,4,4,2,2,2,1,2,40,0,4000,,2,1980,1,4,1
1315,412,1315412,2,1,3,2,3,1,2,1,2,1,5,2,,12,4,3,4,3,3,4,2,5,5,5,3,5,3,4,4,4,3,2,1,1,2,40,6,5800,,1,1989,2,5,2
1315,413,1315413,2,1,1,2,3,1,2,1,2,1,5,2,,12,4,3,3,3,3,3,2,4,4,5,4,4,3,4,4,4,2,3,3,1,2,40,5,4800,,1,1995,1,4,2
1315,414,1315414,2,1,4,2,3,1,1,1,2,1,4,2,,8,3,3,2,2,4,4,2,5,5,5,4,4,2,4,3,4,2,2,1,1,2,40,5,6450,,1,1982,2,5,2
1315,415,1315415,2,1,4,2,13,1,2,1,1,1,4,2,,12,3,3,3,2,4,4,2,5,5,3,4,4,2,3,3,4,2,3,3,1,2,40,8,5500,,1,1983,2,6,3
1315,416,1315416,2,1,5,2,22,1,1,1,2,1,4,2,,12,3,2,3,3,4,4,1,4,3,3,3,4,2,3,3,4,3,3,3,1,2,40,0,4800,,1,1994,2,5,2
1315,417,1315417,2,1,1,2,3,1,2,1,2,1,4,2,,12,3,3,3,3,3,3,1,4,4,4,3,5,2,4,4,4,3,2,3,1,2,40,8,4500,,1,1970,1,6,2
1315,418,1315418,2,1,1,2,25,1,2,1,1,1,5,2,,8,4,4,3,3,4,4,2,5,4,4,4,4,2,4,4,4,2,4,2,1,2,40,0,3900,,2,1986,2,5,2
1315,419,1315419,2,1,4,2,3,1,2,1,2,1,3,2,,11,3,4,3,4,4,4,2,4,3,3,4,3,2,3,3,5,3,3,3,1,2,40,0,4500,,1,1995,1,5,2
1315,420,1315420,2,1,4,2,3,1,1,1,2,1,4,2,,13,2,2,3,2,3,5,1,4,4,3,2,3,2,3,3,4,3,2,3,1,1,40,0,6000,,1,1976,1,5,2
1315,421,1315421,2,1,5,2,15,1,1,1,2,1,3,2,,11,3,4,2,3,3,4,2,3,4,3,2,3,2,3,3,3,2,4,3,1,2,40,0,8200,,1,1972,1,4,2
1315,422,1315422,2,1,1,2,11,1,2,1,2,1,4,2,,8,4,4,4,4,3,4,2,4,5,4,3,4,2,4,4,4,2,2,2,1,2,40,0,4000,,2,1994,1,5,2
1315,423,1315423,2,1,4,2,12,1,2,1,2,1,3,2,,12,2,2,2,2,3,4,1,2,3,4,3,3,3,3,3,4,3,3,2,1,2,40,0,5400,,2,,2,5,2
1315,424,1315424,2,1,1,2,3,1,2,1,2,1,4,2,,12,4,2,3,2,3,3,1,4,4,4,3,4,2,4,3,4,2,3,3,1,2,40,0,5500,,1,1994,1,5,2
1315,425,1315425,2,1,5,2,15,1,2,2,2,2,,2,,12,3,4,3,3,6,6,1,5,5,4,3,5,3,4,4,4,3,2,2,1,2,40,0,8000,,2,1984,2,6,2
1315,426,1315426,2,1,4,2,3,1,2,1,2,1,5,2,,12,4,3,2,3,3,4,2,3,4,4,5,4,2,4,4,4,3,2,2,1,2,40,5,5000,,1,1981,2,5,1
1315,427,1315427,2,1,1,2,12,1,2,1,2,1,4,2,,12,2,2,2,2,3,4,1,3,4,5,3,5,3,4,3,4,2,4,3,1,2,40,5,4000,,2,,1,3,
1315,428,1315428,2,1,6,2,3,1,1,1,2,1,4,2,,13,4,4,3,3,5,5,2,3,3,4,3,4,2,4,3,4,2,4,3,1,2,40,0,8000,,1,1970,2,5,2
1315,429,1315429,2,1,6,1,12,1,1,1,1,1,5,1,5,13,4,4,3,3,7,7,1,5,5,5,4,5,3,4,4,4,4,1,1,2,2,40,0,9000,,1,1968,2,6,2
1315,430,1315430,2,1,5,2,25,1,1,1,2,1,5,2,,8,4,3,3,3,4,4,2,5,4,5,4,4,2,4,4,4,2,2,3,1,2,40,5,6500,,2,1979,2,5,2
1315,431,1315431,2,1,1,2,15,1,2,2,2,2,,2,,8,4,4,4,4,4,4,1,4,4,4,5,5,3,4,4,4,3,2,2,2,2,40,0,4500,,2,1986,1,5,1
1315,432,1315432,2,1,3,2,3,1,2,1,1,1,4,2,,13,3,3,3,3,3,4,2,4,4,4,5,4,2,3,3,4,2,3,3,1,2,40,5,3500,,2,1993,1,5,2
1315,433,1315433,2,1,5,2,15,1,1,1,2,1,4,2,,12,2,3,3,2,3,4,2,4,4,3,3,3,2,3,3,4,2,4,2,1,1,40,0,4500,,1,1976,1,4,2
1315,434,1315434,2,1,5,2,12,1,1,1,2,1,4,2,,10,2,2,3,2,3,3,2,4,4,3,3,3,2,3,3,4,2,2,3,1,2,40,0,8500,,1,1972,2,5,2
1315,435,1315435,2,1,3,2,12,1,2,1,2,1,3,2,,12,3,3,4,4,4,5,2,3,3,4,3,3,2,3,3,4,3,2,2,2,2,40,0,5900,,2,1994,1,5,1
1315,436,1315436,2,1,3,2,13,1,2,1,2,1,5,2,,13,2,2,3,2,3,5,2,4,4,3,3,5,3,4,3,4,2,3,3,1,2,40,10,,600,2,1994,1,5,3
1315,437,1315437,2,1,1,2,5,1,2,1,1,1,5,2,,12,3,3,2,2,3,4,2,5,5,4,5,4,2,4,4,4,2,4,3,1,1,40,0,4200,,2,1987,2,5,3
1315,438,1315438,2,1,1,2,3,1,2,2,2,2,,2,,11,3,2,3,4,3,4,2,4,4,4,3,4,2,4,4,4,3,2,1,1,2,40,0,3800,,2,1984,3,5,7
1315,439,1315439,2,1,1,2,3,1,2,1,1,1,5,2,,13,3,4,3,3,3,4,2,4,4,4,4,4,2,4,4,4,4,2,2,1,2,40,0,3800,,2,1993,2,5,2
1315,440,1315440,2,1,3,2,13,1,2,1,2,1,4,2,,12,3,3,3,3,3,4,2,3,3,3,4,4,2,4,4,2,3,3,3,1,2,40,5,4500,,1,1993,1,4,3
1315,441,1315441,2,1,5,1,3,1,1,1,1,1,3,1,4,12,2,2,2,2,3,4,2,4,3,4,3,4,3,4,4,4,3,3,2,1,2,40,0,4500,,1,1980,2,5,2
1315,442,1315442,2,1,1,2,25,1,2,1,2,1,5,2,,8,3,3,4,3,3,4,2,5,4,3,3,4,2,3,4,4,3,2,2,1,2,40,0,3500,,2,1994,1,5,2
1315,443,1315443,2,1,1,2,3,1,2,1,2,1,5,2,,12,4,3,3,3,4,5,2,4,4,4,3,4,2,4,4,4,2,3,2,1,2,40,5,5000,,1,1991,1,5,2
1315,444,1315444,2,1,4,2,10,1,1,1,2,1,5,2,,13,3,3,3,3,4,4,2,4,4,4,3,5,3,4,4,4,3,2,2,1,2,40,0,5000,,1,1983,1,5,2
1315,445,1315445,2,1,5,2,10,1,1,1,2,1,4,2,,12,4,3,4,4,3,5,2,4,4,4,3,3,1,3,3,5,2,3,2,1,1,40,0,6400,,2,1980,2,5,2
1315,446,1315446,2,1,6,2,3,1,1,1,2,1,5,2,,12,3,2,3,3,4,5,2,5,5,5,4,5,3,4,4,4,3,2,1,1,2,40,0,6500,,1,1976,2,5,2
1315,447,1315447,2,1,4,2,25,1,1,1,2,1,5,2,,12,3,3,3,3,3,4,2,4,4,5,5,4,2,4,4,4,3,4,2,1,1,40,0,6500,,1,1976,2,5,2
1315,448,1315448,2,1,1,2,3,1,2,1,2,1,5,2,,13,4,3,2,3,3,4,2,3,4,4,3,4,2,3,3,4,2,3,3,1,1,40,1,4000,,1,1993,1,5,2
1315,449,1315449,2,1,5,2,3,1,1,1,2,1,5,2,,8,4,3,3,3,3,5,2,4,5,4,5,4,2,3,4,4,2,3,2,1,2,40,0,7000,,1,1976,2,6,2
1315,450,1315450,2,1,4,2,15,1,2,1,1,1,3,2,,9,3,2,2,2,3,3,2,4,3,3,2,2,2,3,3,4,2,4,2,1,1,40,0,5500,,1,1985,1,5,2
1315,451,1315451,2,1,1,2,25,1,2,1,2,1,5,2,,12,3,3,2,2,3,3,2,4,4,4,4,4,2,4,4,4,2,2,3,1,2,40,5,3500,,1,1989,1,2,
1315,452,1315452,2,1,5,2,15,1,1,1,1,1,4,1,5,12,3,4,4,4,4,4,1,4,4,4,3,4,2,4,4,5,2,4,2,1,2,40,0,5500,,1,1964,2,3,
1315,453,1315453,2,1,1,2,3,1,2,1,2,1,5,2,,8,4,3,3,4,3,4,1,5,5,4,4,5,3,4,4,4,3,2,2,1,2,40,0,3800,,2,1993,1,5,1
1315,454,1315454,2,1,4,2,21,1,1,1,2,1,5,2,,13,2,2,3,2,3,6,2,4,4,4,4,4,2,4,3,4,2,4,3,1,2,40,5,5550,,2,1985,2,5,2
1315,455,1315455,2,1,1,2,3,1,2,1,2,1,4,2,,12,3,3,2,2,3,4,2,4,4,4,3,4,2,4,4,4,2,4,3,1,2,40,2,4500,,2,1988,2,5,1
1315,456,1315456,2,1,4,2,3,1,2,1,2,1,3,2,,11,3,4,3,4,5,5,1,3,4,3,3,3,2,3,3,4,3,3,3,1,2,40,0,5100,,2,1985,1,5,2
1315,457,1315457,2,1,4,2,12,1,1,2,2,2,,2,,12,2,3,3,3,3,4,2,4,4,4,3,4,2,4,3,4,3,4,2,1,2,40,0,5200,,2,1988,1,5,2
1315,458,1315458,2,1,3,2,13,1,2,1,2,1,4,2,,12,2,2,2,2,3,5,2,4,4,4,4,5,2,4,3,4,2,4,3,1,2,40,10,5200,,2,1993,1,5,3
1315,459,1315459,2,1,3,2,13,1,2,1,2,1,5,2,,8,3,3,3,3,3,4,2,4,4,4,3,4,3,4,4,4,3,2,3,1,2,40,0,4500,,1,1987,1,5,2
1315,460,1315460,2,1,3,2,10,1,2,1,2,1,5,2,,13,2,3,3,3,3,4,2,3,4,4,3,4,2,4,3,4,3,4,3,1,2,40,0,5100,,1,1988,1,5,2
1315,461,1315461,2,1,1,2,3,1,2,1,1,1,4,2,,13,3,3,2,2,3,4,2,4,4,4,4,4,2,4,4,4,3,4,2,1,2,40,0,4200,,1,1992,1,5,2
1315,462,1315462,2,1,3,2,13,1,2,1,2,1,5,2,,13,3,3,3,3,3,6,2,3,4,2,4,5,3,3,3,4,3,2,3,1,2,40,10,7200,,1,1996,1,5,3
1315,463,1315463,2,1,1,2,3,1,2,1,2,1,4,2,,13,3,3,3,3,3,4,2,5,4,4,3,5,2,4,3,4,2,4,2,1,2,40,0,5000,,2,1992,1,5,1
1315,464,1315464,2,1,1,2,3,1,2,1,2,1,4,2,,13,2,2,3,3,3,5,2,5,5,5,3,5,3,4,3,4,2,4,3,1,2,40,2,4500,,2,1989,2,5,2
1315,465,1315465,2,1,1,2,13,1,2,1,1,1,4,2,,12,4,4,3,2,3,4,2,5,5,4,4,4,3,4,4,4,3,4,2,1,2,40,10,4500,,2,1994,1,5,3
1315,466,1315466,2,1,4,2,25,1,2,1,2,1,4,2,,12,2,3,3,4,3,4,1,4,3,3,2,4,2,3,3,4,2,4,3,1,2,40,0,6500,,1,1986,2,5,3
1315,467,1315467,2,1,5,2,3,1,1,1,2,1,4,2,,8,3,2,2,3,3,4,2,4,4,5,4,4,3,4,4,4,3,2,2,1,2,40,0,5500,,1,1980,2,5,3
1315,468,1315468,2,1,6,2,3,1,1,1,2,1,5,2,,8,4,5,4,3,6,6,2,5,5,5,5,5,3,4,4,4,3,2,1,1,2,40,0,8000,,1,1970,1,6,2
1315,469,1315469,2,1,1,2,3,1,2,1,2,1,5,2,,7,3,3,2,2,3,4,2,4,5,5,5,4,3,4,3,4,3,2,1,1,2,40,0,3900,,2,1985,2,5,4
1315,470,1315470,2,1,4,2,21,1,1,1,2,1,4,2,,12,4,3,3,4,3,4,2,4,3,2,3,3,1,3,3,5,2,4,3,1,2,40,0,6000,,2,1981,2,5,1
1315,471,1315471,2,1,4,2,3,1,1,1,2,1,4,2,,13,4,3,3,3,3,4,2,3,3,4,3,4,2,3,3,4,2,3,3,1,2,40,0,6400,,1,1987,2,5,2
1315,472,1315472,2,1,4,2,3,1,2,1,2,1,5,2,,13,2,3,3,3,4,4,2,5,4,4,3,5,3,4,4,4,2,3,3,1,2,40,0,7500,,1,1983,2,3,
1315,473,1315473,2,1,5,2,21,1,2,1,2,1,3,2,,12,3,4,4,3,3,5,2,4,3,4,3,3,2,4,3,4,3,4,4,1,1,40,0,3000,,1,1976,2,5,3
1315,474,1315474,2,1,4,2,3,1,1,1,2,1,4,2,,13,3,2,2,2,3,4,2,4,3,2,3,3,2,3,3,4,2,4,2,1,2,40,0,6200,,1,1975,1,4,2
1315,475,1315475,2,1,3,2,3,1,2,1,1,1,4,1,5,12,3,3,2,3,3,5,2,3,4,3,3,4,2,3,3,4,2,4,3,1,2,40,0,6000,,1,1989,1,4,2
1315,476,1315476,2,1,4,2,13,1,1,1,2,1,4,2,,12,4,4,4,4,3,5,2,4,4,3,3,4,3,4,4,4,3,3,3,1,2,40,0,6200,,2,1988,1,5,3
1315,477,1315477,2,1,3,2,13,1,2,1,2,1,5,2,,12,3,3,3,3,3,4,1,4,4,4,5,5,3,4,4,4,3,2,1,1,2,40,10,5000,,1,1988,1,5,3
1315,478,1315478,2,1,6,1,3,1,1,1,2,1,4,2,,11,3,3,2,2,3,4,2,4,4,4,4,5,3,4,4,4,3,2,1,1,2,40,0,7000,,1,1976,2,5,3
1315,479,1315479,2,1,1,2,3,1,2,1,2,1,4,2,,7,3,3,2,2,3,3,2,4,5,4,5,5,3,4,4,4,3,2,1,1,2,40,6,4200,,2,1989,1,5,1
1316,109,1316109,2,1,4,2,12,1,1,2,2,2,,1,4,3,3,4,3,3,2,4,2,4,4,3,3,4,4,4,4,2,3,2,4,1,2,40,0,4670,,1,1972,2,5,2
1316,301,1316301,2,1,1,2,11,1,1,1,1,1,4,1,3,2,2,1,1,3,2,3,1,2,3,3,1,2,3,3,2,5,1,4,4,1,2,40,1,3398,,1,1994,1,5,1
1316,401,1316401,2,1,1,2,11,1,2,1,2,1,2,1,3,3,4,4,3,3,2,2,2,3,3,3,3,4,4,4,4,2,3,4,3,1,2,40,5,4500,,1,1995,1,5,2
1321,1,132101,1,1,2,2,15,2,2,2,2,2,,2,,1,2,2,2,2,3,3,2,3,4,3,4,3,3,3,3,4,2,3,2,1,1,40,2,3900,,1,1993,1,5,3
1321,2,132102,1,1,3,2,3,1,2,1,1,1,1,1,2,1,3,2,3,2,1,3,2,4,3,2,3,4,4,4,4,2,3,2,2,1,1,40,0,4500,,1,1982,2,5,1
1321,5,132105,1,1,3,2,3,2,2,2,2,2,,2,,1,2,2,3,2,4,4,2,3,3,3,2,3,3,3,3,4,2,2,2,1,1,40,2,5200,,2,1984,2,5,1
1321,6,132106,1,1,5,1,10,1,2,1,2,1,1,2,,1,2,1,2,2,2,5,2,3,4,3,4,4,4,4,4,3,4,4,3,1,1,40,2,7200,,1,1982,2,5,1
1321,7,132107,1,1,4,2,3,2,2,2,2,2,,2,,1,2,2,2,2,2,4,2,3,3,3,3,3,4,4,3,4,3,3,3,1,1,40,2,5500,,1,1984,2,5,1
1321,9,132109,1,1,3,2,2,1,2,2,2,2,,2,,1,3,2,2,2,4,4,2,4,3,3,3,3,3,3,3,4,3,3,3,1,1,40,2,5000,,2,1987,2,5,7
1321,11,132111,1,1,3,2,11,1,2,2,2,2,,1,1,2,2,1,3,3,2,4,2,3,3,2,3,4,2,3,3,4,2,3,3,1,1,40,2,4700,,1,1988,2,5,1
1321,12,132112,1,1,3,2,3,1,2,1,1,1,1,2,,1,2,2,2,2,2,3,2,3,3,3,3,4,3,3,3,3,3,3,3,1,1,40,2,4800,,1,1986,2,5,1
1321,14,132114,1,1,3,2,3,1,2,2,1,2,,1,1,3,2,2,2,2,2,4,2,4,3,3,3,4,4,4,4,3,3,2,2,1,1,40,2,5200,,2,1984,2,5,1
1321,15,132115,1,1,4,2,11,1,2,1,1,1,2,1,2,2,3,2,3,3,1,4,2,2,4,3,4,4,4,5,4,2,4,2,2,1,1,40,2,5500,,2,1975,2,5,1
1321,18,132118,1,1,3,2,3,1,2,2,2,2,,2,,1,2,2,2,1,3,4,2,2,2,2,3,4,2,2,2,4,2,2,3,1,1,40,2,4900,,1,1989,2,5,1
1321,22,132122,1,1,2,2,3,2,2,2,2,2,,2,,1,2,2,2,2,2,3,2,4,3,3,3,3,2,2,2,4,3,3,3,1,1,40,2,3800,,2,1994,1,5,1
1321,24,132124,1,1,5,2,4,2,2,2,2,2,,2,,1,2,2,2,2,5,5,2,4,3,3,3,3,3,3,3,4,3,2,3,1,1,40,2,6700,,1,1982,2,5,1
1321,301,1321301,1,1,5,2,3,2,2,2,2,2,,2,,1,2,2,1,2,5,5,2,3,3,2,3,3,3,3,3,4,3,2,2,2,2,40,2,,400,1,1979,2,5,1
1321,302,1321302,1,1,3,2,17,2,2,2,2,2,,2,,1,2,2,2,2,5,5,1,3,3,3,3,3,3,3,3,4,3,3,3,2,2,40,2,5000,,1,1990,1,5,7
1321,303,1321303,1,1,3,2,2,1,2,2,2,2,,2,,1,2,2,3,3,4,5,2,4,3,4,4,3,3,3,3,3,3,2,2,1,1,40,2,5000,,2,1990,2,5,3
1321,305,1321305,1,1,5,2,15,1,1,1,2,1,1,2,,1,2,2,2,1,1,6,2,3,3,4,3,4,4,4,4,2,4,3,3,1,1,40,2,6800,,1,1981,2,5,3
1321,306,1321306,1,1,5,2,3,2,2,2,1,2,,1,2,1,2,2,1,2,2,6,2,4,3,3,3,3,2,3,3,4,3,4,3,1,1,40,2,5800,,1,1981,2,5,1
1321,307,1321307,1,1,5,2,17,1,2,2,2,2,,2,,1,2,2,2,2,3,4,2,4,4,4,3,3,3,3,3,3,3,2,2,1,1,40,2,6000,,1,1981,2,5,1
1321,308,1321308,1,1,2,2,4,2,2,2,2,2,,2,,1,3,2,3,2,4,4,2,2,3,3,2,3,3,3,3,3,3,4,3,1,1,40,2,4100,,2,1991,1,5,1
1321,401,1321401,1,1,5,2,3,1,1,1,1,1,2,1,3,7,2,1,2,2,1,6,2,3,3,3,3,2,2,2,2,4,3,3,3,1,1,40,2,6800,,1,1972,2,5,1
1321,402,1321402,1,1,4,2,13,2,2,2,2,2,,2,,1,3,2,2,2,4,4,2,3,3,4,3,4,4,4,4,2,3,3,3,1,1,40,2,5300,,1,1982,2,5,3
1321,403,1321403,1,1,4,2,17,1,2,2,2,2,,1,1,3,2,2,3,3,4,4,1,3,4,2,3,4,4,4,4,4,3,2,2,1,1,40,2,5200,,1,1987,1,5,1
1321,404,1321404,1,1,2,2,2,2,2,2,2,2,,2,,1,1,2,2,2,3,3,2,3,3,2,3,4,4,4,4,4,3,3,3,2,2,40,2,,280,2,1994,1,5,4
1321,405,1321405,1,1,4,2,17,1,2,2,2,2,,2,,1,3,2,3,2,4,5,2,3,4,3,4,3,3,3,3,3,3,2,2,1,1,40,2,5600,,1,1983,2,5,1
1321,406,1321406,1,1,2,2,3,2,2,2,2,2,,2,,1,2,2,2,1,3,3,2,2,3,2,3,3,2,3,3,4,2,3,3,1,1,40,2,4000,,1,1987,2,5,1
1321,407,1321407,1,1,4,1,3,2,2,2,2,2,,2,,1,2,1,1,1,4,4,2,4,4,3,3,3,3,3,3,3,3,1,1,1,1,40,2,6200,,1,1978,1,5,1
1321,408,1321408,1,1,4,2,7,1,2,2,2,2,,1,2,1,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,4,3,2,2,1,1,40,2,5800,,1,1988,2,5,4
1321,409,1321409,1,1,1,2,5,2,2,2,2,2,,2,,6,2,2,2,2,1,1,2,2,2,2,2,3,2,3,2,4,3,3,3,2,2,40,2,,240,2,1987,2,5,1
1321,410,1321410,1,1,3,2,2,2,2,2,2,2,,2,,1,1,1,2,1,4,4,2,3,3,4,3,4,4,4,4,4,3,3,3,2,2,40,2,,350,2,1993,2,5,4
1321,411,1321411,1,1,3,2,3,2,2,2,2,2,,2,,1,2,2,2,2,4,4,2,3,3,3,3,4,4,4,4,3,3,2,2,2,2,40,2,,350,1,1988,2,5,1
1321,412,1321412,1,1,3,2,3,1,2,2,2,2,,1,2,2,2,2,2,2,2,3,2,3,3,3,2,4,4,3,4,4,3,3,2,1,1,40,2,5000,,1,1985,2,5,1
1321,413,1321413,1,1,4,2,3,1,2,2,1,2,,1,1,1,3,3,2,2,2,5,2,2,3,2,3,3,3,4,3,2,3,2,2,1,1,40,2,5600,,1,1982,2,5,1
1321,414,1321414,1,1,3,2,12,1,2,2,2,2,,2,,1,2,2,2,2,3,3,1,2,3,3,3,4,3,3,3,4,2,3,3,2,2,40,2,,300,2,1992,1,5,1
1321,415,1321415,1,1,3,2,3,2,2,2,2,2,,2,,1,2,2,1,2,2,4,2,3,3,3,3,4,4,3,4,4,3,3,3,1,1,40,2,5000,,1,1982,2,5,1
1321,416,1321416,1,1,5,1,3,1,1,2,2,2,,1,2,1,2,2,3,2,2,6,2,3,3,3,3,3,3,3,3,4,3,2,2,1,1,40,2,8100,,1,1980,2,5,1
1321,417,1321417,1,1,5,1,7,1,2,1,1,1,1,1,1,1,3,3,3,3,2,5,2,3,4,3,3,4,3,4,4,2,3,2,2,1,1,40,2,8000,,1,1983,2,6,4
1321,418,1321418,1,1,3,2,3,1,2,2,2,2,,2,,1,1,1,1,1,4,4,2,3,3,3,3,4,4,4,4,4,2,2,2,2,2,40,2,4900,,2,1992,2,5,1
1321,419,1321419,1,1,5,1,2,1,1,1,2,1,1,1,1,2,2,2,3,3,2,6,2,4,4,4,3,5,4,4,4,2,4,1,1,1,1,40,2,8100,,1,1981,2,5,1
1321,420,1321420,1,1,4,1,3,1,1,2,2,2,,2,,1,3,2,3,3,3,4,2,3,4,2,3,4,4,4,4,3,4,1,1,1,1,40,2,6300,,1,1986,2,5,1
1321,421,1321421,1,1,5,1,12,2,1,2,2,2,,2,,1,3,3,2,2,4,4,2,4,4,3,3,4,4,4,4,3,3,4,4,1,1,40,2,8000,,2,1969,2,5,1
1321,422,1321422,1,1,2,2,1,1,2,2,2,2,,2,,1,2,2,2,2,3,3,1,3,4,2,3,4,4,4,4,2,3,3,3,1,1,40,2,3800,,1,1992,1,5,3
1321,423,1321423,1,1,4,1,3,1,2,2,2,2,,2,,1,3,2,2,3,2,5,2,3,4,4,3,4,4,4,4,3,4,2,2,1,1,40,2,6500,,1,1981,2,5,1
1321,424,1321424,1,1,5,2,3,2,2,2,2,2,,2,,1,2,2,2,2,2,5,2,4,3,3,2,3,3,2,3,4,3,3,3,1,1,40,2,6000,,1,1979,2,5,1
1321,425,1321425,1,1,4,2,10,1,2,2,2,2,,2,,1,3,2,2,2,2,4,2,4,3,3,3,4,4,4,4,3,3,2,2,1,1,40,2,5500,,1,1991,2,5,1
1321,426,1321426,1,1,2,2,12,2,2,2,2,2,,2,,1,2,2,2,1,3,3,1,3,4,2,2,4,4,4,4,4,3,3,2,2,2,40,2,,280,1,1992,1,5,1
1321,427,1321427,1,1,1,2,11,2,2,2,2,2,,2,,1,2,1,2,1,2,2,2,2,3,2,2,3,3,3,3,3,3,2,2,1,1,40,2,3300,,2,1994,1,4,1
1321,428,1321428,1,1,2,2,2,2,2,2,2,2,,2,,1,2,2,2,2,3,3,2,3,4,2,3,4,4,4,4,4,3,2,3,2,2,40,2,,280,1,1993,1,5,4
1321,429,1321429,1,1,3,2,2,2,2,2,2,2,,2,,1,3,2,3,2,4,4,2,4,3,2,3,4,4,4,4,3,3,2,2,1,1,40,2,4200,,2,1994,1,6,7
1321,430,1321430,1,1,3,2,5,1,2,1,1,1,1,1,2,1,2,2,2,2,1,4,2,3,3,3,2,3,3,3,3,3,3,2,2,1,1,40,2,4700,,2,1969,2,4,1
1501,12,150112,1,1,4,2,8,1,2,2,2,2,,2,,1,3,2,2,3,1,4,2,3,3,4,3,3,2,4,4,4,2,3,3,1,2,40,0,4000,,1,1989,2,5,3
1501,28,150128,1,1,5,1,9,1,1,1,1,1,2,1,2,4,2,3,3,3,4,7,2,4,4,4,2,5,2,3,5,4,3,4,4,1,2,40,0,5500,,1,1981,2,5,4
1501,103,1501103,1,1,5,1,8,1,1,1,2,1,3,1,3,2,3,3,3,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,40,5,,450,1,1978,2,5,3
1501,401,1501401,1,1,5,1,8,1,1,2,1,2,,2,,1,2,2,2,2,7,7,1,4,3,3,3,4,2,4,4,4,3,2,3,1,2,40,5,,460,1,1981,2,5,3
1501,402,1501402,1,1,3,2,7,1,2,1,2,1,3,2,,1,3,3,3,3,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,40,0,3900,,1,1991,1,5,3
1501,403,1501403,1,1,4,2,8,1,2,1,2,1,4,2,,1,3,2,3,3,2,6,2,2,3,3,3,4,3,3,4,3,3,3,2,1,2,40,2,3800,,1,1991,2,5,3
1501,404,1501404,1,1,6,1,8,2,2,2,2,2,,2,,1,2,1,3,3,4,6,2,4,5,3,2,4,3,4,4,4,3,4,3,1,2,40,20,5500,,1,1974,2,5,3
